"FMID","MarketName","xf","yf"
1002742,"Los Altos Farmers Market",-122.117375,37.379171
1004938,"Los Angeles Medical Center FM",-118.294605,34.101703
1000824,"Los Banos Certified Farmers Market",-120.845998,37.056648
1000825,"Los Banos Farmers Market",-120.847000,37.059700
1005455,"Los Gatos Farmers Market",-121.984000,37.221600
1004785,"Los Lunas Farmers' Market",-106.720700,34.804500
1005431,"Los Ranchos Growers Market",-106.654780,35.158547
1000810,"Louisa County Farmers Market",-78.004200,38.025100
1008613,"Louisiana Farmers' Market",-91.045653,39.450762
1003202,"Louisville Farmers Market",-85.493095,38.238483
1005911,"Louisville Farmers Market",-105.130680,39.978384
1003450,"Lourdes Health System",-75.096300,39.926700
1003451,"Lourdes Health System",-74.881900,40.047400
20201,"Love Your Neighbor's Friday at the Market",-82.386700,28.555300
1005854,"Loveland Farmers Market",-105.078338,40.425348
1000462,"Loveland Farmers' Market",-84.257542,39.266843
1004821,"Lovell Farmers Market",-70.888500,44.136100
1005450,"Lovell Farmers Market",-108.387905,44.837210
1005957,"Lovettsville Farmers Market",-77.641600,39.271000
1004685,"Lovingston Farm Market",-78.747500,37.799600
1008080,"Low Line Market",-87.663967,41.943815
1002871,"Lowell Area Farmers' Market",-85.362525,42.931448
1006822,"Lowell Farmers' Market",-81.099400,35.266800
1008281,"Lowell Farmers' Market- Downtown",-71.313987,42.646247
1008862,"Lowell Farmers' Market-Highlands Satellite",-71.331180,42.633351
1005452,"Lower Amsterdam Farmers Market",-73.994200,40.714300
1002965,"Lower East Side Girls Club FM",-75.611600,42.493500
1002180,"Lower East Side Youthmarket",-73.983400,40.714900
1006236,"Lower Makefield Farmers Market",-77.802800,40.874900
1006229,"Lower Township Farmers Market",-74.937000,39.008800
1003018,"Lower Valley Farmers Market",-117.527583,45.570469
1007734,"Lowery Hanger 2 Farmers Market",-104.897000,39.722000
1001363,"Lowndes County Farmers Market",-86.681100,32.188700
1001672,"Lowry Farmers' Market",-104.896127,39.719596
1008202,"Lowville Farmers Market",-75.490904,43.793185
1004599,"Loyal Farmers Market",-90.496144,44.734814
1000053,"Loyola University Chicago Farmers' Market",-87.660985,42.002398
1007005,"Luau Farmers Market",-157.858000,21.306900
20202,"Lubbock Downtown Farmers Market",-101.844000,33.577900
1005930,"Lucas Farmers Market",-90.178600,41.872300
1004752,"Ludington Farmer's Market",-86.447811,43.955676
1003502,"Ludlow Farmers Market Inc.",-72.689924,43.396800
20203,"Lumberland Community Market",-74.816900,41.480200
1006904,"Lunenburg",-71.724600,42.594800
1000678,"Lunenburg Farmers' Market",-71.682894,44.463421
1005394,"Luray/Page County Farmers Market",-78.459500,38.665400
1004920,"Lusk Farmers Market",-104.453000,42.761900
1000477,"Lutheran Church of the Resurrection-Seeds of Hope",-80.990100,33.986800
1006215,"Lutheran Market",-75.512300,42.946700
20204,"Luvene Farmers Market",-96.205100,43.654200
1000612,"Lyme Farmers Market",-72.335758,41.359722
1002383,"Lynchburg Community Market",-79.140195,37.411585
1007110,"Lynchfield Farmers Market",-79.548100,40.285500
1001141,"Lynden Farmers Market",-122.451674,48.943296
1001191,"Lyndon Farmers Market",-72.004983,44.536297
1008811,"Lyndon Farmers' Market",-85.612137,38.272882
1001190,"Lyndonville Farmers' Market",-72.005000,44.536300
1001651,"Lynn Haven Farmers Market",-85.648127,30.244424
1002092,"Lynn, Central Square",-70.943094,42.463603
1003144,"Lynwood Farmers Market",-121.972000,37.248000
1003767,"Lyon Farmers Market",-98.210300,38.346700
1001335,"Lyons Falls Farmers' Market",-75.357015,43.614520
1002012,"Lyons Farmers Market",-75.361100,43.618600
1005922,"Lyons Farmers Market",-90.190600,41.852900
1000600,"Mableton Farmers Market",-84.575833,33.826186
1007279,"Macedon Farmers Market",-77.307841,43.066975
20205,"Macedonia Farmer's Market",-81.486000,41.310700
1003349,"Mackay Community Farmers Market",-114.282000,44.241200
1007338,"Macomb Farmers Market",-90.671100,40.459200
1003327,"Macon County Farmers Market",-85.693445,32.425706
1005401,"Macon County Farmers Market",-86.011700,36.538700
1006996,"Macon State Farmers Market",-83.683200,32.817500
1000628,"Macungie Farmers Market",-75.549502,40.515137
1007656,"Mad Cap Hill Farmers Market",-122.306000,47.610100
1007012,"Mad Planter Open Air Market",-71.577800,43.685200
1005570,"Made in Bent Market",-103.236294,38.064801
1006187,"Madeira Farmers Market",-84.363323,39.188124
1006188,"Madeira Farmers Market",-84.361117,39.203094
1006381,"Madelia Community Hospital Farmers Market",-94.409260,44.049150
1003256,"Madera County Farmers' Market",-120.060600,36.960590
1006501,"Madison City Farmers Market",-86.741779,34.740094
1001855,"Madison County Farmers & Artisans Market",-82.554270,35.826400
1000481,"Madison County Farmers Market",-94.013604,41.335238
1002419,"Madison County Farmers Market",-86.598946,34.743321
1001120,"Madison County Farmers' Market",-78.262053,38.367031
1003296,"Madison County Farmers' Market",-90.294300,37.563600
1005504,"Madison County Farmers' Market",-93.740800,36.086800
1000117,"Madison Farm to Fork Farmers Market",-111.731129,45.349250
1002705,"Madison Farmers Market",-85.383100,38.736900
1007751,"MADISON FARMERS’ MARKET",-72.558517,41.265937
1001636,"Madison Garden Center",-82.735300,39.817700
20206,"Madison Indiana Farmers Market",-85.377300,38.736900
1005201,"Madison NJ Farmers Market",-74.416709,40.759414
1000562,"Madison Street Park",-85.225200,30.775600
1002520,"Madras Saturday Market",-121.127000,44.635400
1003049,"Madrona Farmers Market",-122.295856,47.612651
1003163,"Maggie Valley Farmers Tailgate Market",-83.070200,35.512600
1002548,"Magicland Farms",-85.818300,43.469400
1002623,"Magnolia Farmers Market",-90.458700,31.143400
1004168,"Magnolia Farmers Market",-122.399956,47.639488
1000740,"Mahaney Park",-121.335000,38.768000
20207,"Mahiku Farmers Market",-157.741000,21.343100
1002229,"Mahoney's Garden Center",-71.375200,42.632200
1002230,"Mahoney's Garden Center",-70.540400,41.579400
1001166,"Mahtomedi Area Farmers' Market",-92.959200,45.056900
1006053,"Maidstone Farmer's Market",-76.989600,37.512100
1006539,"Main Plaza Farmers' Market",-98.493810,29.424290
1008874,"Main Street Beatrice Farmers Market",-96.744049,40.264693
1004052,"Main Street Bridge Farmer's Market",-71.466400,42.763500
1002777,"Main Street Calumet Market",-88.452532,47.245376
1002778,"Main Street Calumet Market",-88.451014,47.245445
1004937,"Main Street Canoga Park Farmers' Market",-118.602000,34.200900
1008858,"Main Street Clinton's Fresh at Five Farmers Market",-90.330586,32.339662
1004569,"Main Street Delaware Farmers Market",-83.067200,40.305500
1006405,"Main Street Douglasville Farmer's Market",-84.748694,33.751156
1006406,"Main Street Douglasville Farmer's Market",-84.750700,33.750200
1004348,"Main Street Downtown Farmers Market",-96.505100,41.730900
20208,"Main Street Elyria Farmers Market",-82.106600,41.367500
1001102,"Main Street Farmers Market",-85.303511,35.034717
1001106,"Main Street Farmers Market",-88.949600,34.727900
1005103,"Main Street Farmers Market",-77.238736,39.121704
1005528,"Main Street Farmers Market",-80.245000,40.169000
1006837,"Main Street Farmers Market",-120.801200,38.728970
1006903,"Main Street Farmers Market",-92.657999,30.223516
1007118,"MAIN STREET FARMERS MARKET",-78.192500,40.893600
1002207,"Main Street Farmers Market Downtown Aledo",-88.752900,41.930100
1006434,"Main Street Farmers Market of Olney",-88.083631,38.731164
1004710,"Main Street Farmers' Market",-106.832000,40.484900
1000367,"Main Street Greenfield's Farmers Market",-94.461300,41.304900
1005459,"Main Street Hanford Thursday Night Market Place",-119.647121,36.325654
1001258,"Main Street MArket - Roselle, Il.",-88.071299,41.981323
1008614,"Main Street Market of Carrolton",-93.496054,39.359239
1000120,"Main Street Marketplace",-81.035700,34.005400
1001819,"Main Street Marshfield Farmers Market",-90.176800,44.661200
1005066,"Main Street Paris Farmers Market",-87.694900,39.613100
20209,"Main Street Portsmouth Farmers Market",-82.996600,38.734100
1005791,"Main Street Saturday Market of Murfreesboro",-86.390270,35.845621
1000782,"Main Street South Orange Farmers' Market",-74.260122,40.745452
1006625,"Main Street Square Farmers' Market",-103.225874,44.081249
1001551,"Main Street Statesboro Farmers Market",-81.779620,32.448262
1001552,"Main Street Statesboro Farmers Market",-81.793612,32.419544
1008513,"Main Street Statesboro Farmers Market",-81.782923,32.448625
1005172,"Main Street Woodbury Farmers Market",-75.150047,39.836700
1005140,"Main Street Woodstock Farmers Market",-84.519600,34.102056
1006717,"Main Street Wooste, Inc.",-81.945400,40.797600
1000030,"MainStreet Libertyville Farmers Market",-87.955105,42.286691
1007237,"MainStreet's Dowtown Farmers Market",-85.954700,32.944600
1002605,"Maitland Farmers' Market",-81.367100,28.621200
1006094,"Maize Valley Farmers Market",-81.279200,40.954900
20210,"Makawao Marketplace",-156.311000,20.854500
20211,"Makeke Market",-158.071000,21.329600
1005256,"Makiki District Park (People's Open Market)",-157.837143,21.302769
1006341,"Maku?u Farmers Market Corporation",-154.971000,19.533300
1002935,"Malabar Farm Market",-82.401000,40.642800
1004567,"Malcolm X Boulevard Community Farmers Market",-73.928182,40.679971
1001942,"Malden Farmers Market",-71.072949,42.427044
1001537,"Malibu Farmer's Market",-118.690000,34.036000
1005657,"Malone Farmers' Market",-74.321000,44.846800
1001534,"Malta Farmers' Market",-73.789847,42.976635
1003510,"Malvern Farmers Market",-92.991000,34.469000
1006145,"Mamaroneck Farmers Market",-73.732300,40.946700
1006146,"Mamaroneck Winter Farmers Market",-73.733700,40.947700
1004941,"Mammoth CFM",-118.982000,37.629000
1003486,"Mammoth Market",-118.976000,37.648300
1007523,"Mamo Street Market",-155.086000,19.722600
1004420,"Manachester Farmers Market",-84.033300,42.156800
20212,"Mancelona Farmer's Market",-85.059500,44.903200
1005105,"MANCHESTER COMMUNITY COLLEGE FARMERS’ MARKET",-72.568800,41.762200
1004114,"Manchester Farmers Market",-91.454300,42.484000
1007470,"Manchester Farmers Market",-72.520500,41.767500
1008604,"Manchester Farmers' Market",-71.459926,42.992716
1004744,"Mancos Farmer's Market",-108.288000,37.347900
1001913,"Mandan Farmers Market",-100.911000,46.883600
1001013,"Mandarin Farmers Market by the Whole Foods Market",-81.625900,30.185300
1000461,"Mandeville Trailhead Community Farmers' Market",-90.064800,30.361800
1008350,"Mandt Marketplace",-89.217966,42.911655
20213,"Mangum Farmer's Market",-99.567400,34.871300
1005022,"Manhattan Beach Farmers Market",-118.409000,33.886900
1003980,"Manhattan Farmers Market",-111.333200,45.856800
1001132,"Manistee Farmers Market",-86.322970,44.249195
1005952,"Manistique Farmers' Market",-86.244049,45.960428
1006703,"Manitou Springs Midweek Farmers Market",-104.937000,38.859600
1002761,"Manitowoc Farmers' Market",-87.657100,44.091600
1003136,"Mankato Farmers Market",-93.972650,44.166920
1003070,"Manlius Farmers Market",-75.984200,43.003800
1004120,"Manning Farmers Market",-80.212100,33.689200
1007526,"Manoa Marketplace",-157.810000,21.313700
1005257,"Manoa Valley District Park (People's Open Market)",-157.809463,21.313824
1001676,"Mansfield Farmers Market",-71.218000,42.026400
1004368,"Mansfield Growers Market",-77.076866,41.807280
1002364,"Manson Farmers Market",-94.539400,42.528000
1000334,"Manteca Certified Farmers Market",-121.219609,37.798113
1004446,"Manteca Promenade Shops Certified Farmers' Market",-121.228577,37.781100
1005986,"Manteno Farmers Market",-87.835740,41.248000
1007821,"Many Market",-93.484100,31.568800
1005218,"Manzanita Farmers Market",-123.933613,45.718960
1000763,"Maple Grove Farmers Market",-93.445370,45.103060
1003384,"Maple Lake Farmers Market",-93.970700,45.223700
1005661,"Maple Valley Farmers' Market",-122.023000,47.371300
1003274,"Maplewood Farmers Market",-74.272400,40.720500
1006458,"Maquoketa Farmers Market",-90.650439,42.069082
1001878,"Mar Vista Farmers' Market",-118.431172,34.003860
1008288,"Marana Farmers' Market",-111.212487,32.450920
1000571,"Marando Farms",-80.143710,26.104480
1006025,"Marble Hill Youthmarket",-73.897000,40.902300
1000449,"Marblehead Farmers Market",-70.861848,42.499021
1008615,"Marceline Farmers' Market",-92.949274,39.715372
1001511,"Marco Island Farmers Market",-81.726050,25.951948
1007283,"Marengo Friday Farmers Market",-88.612100,42.249500
1003320,"margate community market",-74.520300,39.323100
1003457,"Maria Hernandez Park Farmers Market",-73.923895,40.703223
1000295,"Marianna City Farmers Market",-85.225245,30.775141
1005012,"Marianna Farmers Market",-90.758000,34.764600
1005856,"Marietta Market",-76.546460,40.057220
1003238,"Marietta Square Farmers Market",-84.549494,33.953194
1002008,"Marilyn Miller FM",-122.354608,40.581383
20214,"Marin Country Mart Farmers Market",-122.508000,37.945400
1004876,"Marina Certifed Farmers' Market",-121.797800,36.687060
1004629,"Marina Park Farmers Market",-71.495200,41.428900
1000366,"Marinette Farmers Market",-87.627900,45.098500
1005906,"Marinwood Community Farmers Market",-122.539680,38.033067
1005932,"Marion (VA) Regional Farmers Market",-81.518052,36.832707
1006506,"Marion County Farmers Market",-79.193700,34.188500
1008856,"Marion County Farmers Market",-88.019573,34.156276
1002235,"Marion Farmers Market",-91.598732,42.032513
1006172,"Marion Farmers Market",-88.930500,37.730800
1001259,"Marion Farmers' Market",-83.070080,40.582880
1008040,"Marion Open Air Market",-85.658298,40.560308
1003927,"Mariposa Certified Farmer's Market",-119.966400,37.484410
1002710,"Mariposa Sunday Farmers Market",-119.887000,37.465000
1005368,"Mark's Farm Market & Greenhouses",-86.784900,41.690300
1004210,"Market & Penn Streets Farmers' Market",-76.736300,39.959300
20215,"Market at 15th & High",-83.008200,40.000600
1003854,"Market at DC Ranch",-111.890000,33.673400
1007652,"Market at Echter’s Garden Center",-105.100000,39.789700
1005075,"Market at Lock 3",-81.520422,41.079982
1005816,"Market at the Parkway, Richland, WA",-119.274231,46.275250
1002182,"Market Day RCAC",-80.606100,40.917200
1003902,"Market Days at Marcellus Park",-76.335800,42.975300
1001304,"Market Faire",-77.719600,39.642450
1003630,"Market in Downtown Yuma",-114.594000,32.685400
1006375,"Market in the Loop",-90.332800,38.658900
1000616,"Market in the Park",-88.155100,30.704300
1000110,"Market in the Park - Ferryville",-91.097000,43.363000
1000188,"Market Monday",-94.228427,45.621962
1000603,"Market on Central",-94.187737,42.505101
1008595,"Market On Kern",-119.785547,36.735390
1007520,"Market on Madison",-82.905800,32.538100
1002384,"Market on South Main",-82.681500,35.796500
1008790,"Market on the Green",-71.981543,43.413382
1005531,"Market on the Hill",-88.270100,43.087700
1005150,"Market on the Plaza",-107.846111,37.936908
1008160,"Market on the Plaza",-84.563347,39.400898
1000242,"Market on the Square",-88.193300,30.649400
1000508,"Market on the Square",-84.342400,33.102300
1007572,"Market on the Square",-84.901600,38.783400
1005638,"Market Place at Sheriff Road",-77.016300,38.904800
1005968,"Market Place On Broadway",-97.126780,34.173642
1003068,"Market Square",-79.664250,36.358800
1008834,"Market Square, Farmers Market",-95.557225,33.657947
1008042,"Marketplace at Armstrong Park",-90.069500,29.960100
20216,"Marketplace at Westfield",-86.128100,40.138800
1008339,"Marketplace@Sprout!",-123.020798,44.047059
1007818,"Markets of Marion Flea market/ farmers market",-82.030300,29.035000
1000939,"Markleville Farmers Market",-85.614698,39.977822
1002192,"Marksville Farmers Market",-92.066150,31.127060
1001431,"Marlboro County Farmers Market",-79.681200,34.610990
1007488,"MARLBOROUGH FARMERS’ MARKET",-72.464200,41.632800
1000490,"Marne Farmers Market",-95.111400,41.448300
1007068,"Mars Farmers Market",-80.051600,40.702200
1005770,"Marseilles Farmers Market",-88.669800,41.331200
1004143,"Marshall Area Farmers Market",-84.956540,42.272040
1004100,"Marshall County Farmers Market",-86.779600,35.463200
1005121,"Marshall Market on the Square",-93.196678,39.120805
1004007,"MarshallCountyFarmers'Market",-80.725700,39.915600
1000178,"Marshfield Clinic and Aspirus Farmer's Market",-89.667670,44.963330
1002929,"Marshfield Farmer's Market",-70.717535,42.098191
1005437,"MARSHFIELD FARMERS' MARKET",-92.928122,37.341132
1001898,"Marsing Farmers Market",-116.801000,43.547300
1005369,"Martin Area Food Fair",-88.850500,36.345400
1008618,"Martin City Farm and Outdoor Market",-94.586592,38.882129
1005165,"Martin County Farmers Market",-77.091300,35.839600
1008681,"Martin's Farmstand",-74.904005,44.671074
1006587,"Martinez Farmers Market",-122.134337,38.018445
1005907,"Martinez Sunday CFM",-122.113903,37.999635
1002815,"Martinsville Farmers Market",-79.875353,36.692303
1007848,"Marvell Farmers Market",-90.912893,34.555656
1003543,"Mary Brickell Village Market",-80.193500,25.765200
1003709,"Marysville Farmers Market",-121.592000,39.145900
1006126,"Marysville Farmers Market",-122.161000,48.080800
1001175,"Marysville Farmers' Market",-96.649200,39.841600
1000190,"Maryville Farmers Market",-83.969600,35.756700
20217,"Mascoutah Farmers Market",-89.798100,38.489200
1001031,"Mashpee Farmers' Market",-70.481400,41.648000
1001281,"Mason Area Farmers Market",-84.442954,42.580105
1006178,"Mason County Farmers Market (Point Pleasant & Hartford/New Haven Markets)",-81.950300,38.699600
1006179,"Mason County Farmers Market (Point Pleasant & Hartford/New Haven Markets)",-82.131600,38.834600
1007111,"Mason Dixon Farmers Market",-76.669000,39.731300
1004840,"Mason Market",-93.201400,43.152900
1008003,"Masontown Farmers Market",-79.895904,39.850984
1002732,"MassDOT Farmers Markets",-71.059773,42.358431
1008682,"Massena Farmers' Market - Triple A Parking Lot",-74.877700,44.927667
1008683,"Massena Farmers' Market-Town Hall",-74.893341,44.931143
1006137,"Massillon Farmers Market",-81.520700,40.791600
1000816,"Mathews Farmers Market",-76.322536,37.429069
1005642,"Mattapan Farmers Market",-71.093955,42.267630
1004493,"Matthews Community Farmers Market",-80.730600,34.982000
1003199,"Matthys Farm Market",-86.358700,41.655200
1001506,"Mattoon Farmers Market",-88.358964,39.482639
1003658,"Maui Mall Farmers Market & Craft Fair",-156.466000,20.891800
1007533,"Maui Swap Meet",-156.466000,20.887600
1002433,"Maupin Farmers Market",-121.082000,45.175000
1006609,"Maya's Farmers Market",-112.014112,33.387593
1001899,"Mayes County Farmers Market",-95.315881,36.309281
1006589,"Mayfair Farmers' Market",-121.844276,37.350811
1003546,"Mayfair Green Market",-80.240600,25.728300
1000759,"Maynard Community Farmers Market",-71.459069,42.430394
1006704,"Maynards Farm Market",-82.707500,41.443600
1000637,"Mayo Farmers Market",-83.229200,29.962000
1005763,"Mayville Downtown Green Market",-88.563800,43.528900
20218,"Maywood Multicultural Farmers' Market",-87.836500,41.887100
1005426,"mazomanie farmers market",-89.794600,43.175000
1000526,"MBD Community Park Farmers Market",-73.888000,40.836400
1001943,"McAlester Farmers Market",-123.830000,46.189600
1005494,"McCall Farmers Market",-116.095000,44.912100
1004378,"McClusky Farmers Market",-100.443077,47.484733
1006370,"McComb Farmers Market",-90.451544,31.244223
1007042,"MCCOMB FARMERS' MARKET",-83.784400,41.107200
1004883,"McCook Farmers Market",-100.626000,40.198600
20219,"McCormick Market",-82.293900,33.912100
1002789,"McFarland Farmers Market I",-89.293400,43.012900
1007696,"McGolrick Park Farmers Market",-73.944498,40.725616
1001777,"McHenry Farmers Market",-88.264300,42.346600
1005549,"McKinleyville CFM",-124.103000,40.943200
1002070,"McLean Farmers Market",-77.191100,38.928500
1004638,"McMinn County Farmers Market",-84.611600,35.446500
1004014,"McMinnville Farmers Market",-123.197000,45.213600
1007753,"McMinnville Public Market",-123.190000,45.211900
1002584,"McPherson Farmers Market",-97.673600,38.373600
1008713,"Meade County Farmers Market, Inc",-86.166849,37.992504
1004630,"Meadowbrook Farmers Market",-122.298000,47.701200
1000114,"Meadville Farmers Market",-80.153400,41.638700
1006615,"Mechanicsburg Farmers Market",-76.983900,40.177400
1003535,"Mechanicsville Farmers Market",-91.252700,41.906100
1006713,"Medfield Farmers' Market",-71.306185,42.187269
1001490,"Medford Farmers Market",-90.345469,45.137493
1001491,"Medford Farmers Market",-90.333340,45.141840
1005545,"Medford Farmers Market",-71.105964,42.417128
1007788,"Medford Saturday Market",-122.837000,42.317100
1000013,"Media Farmers Market",-75.386713,39.917531
1004406,"Medicine River Market, LLC",-98.579582,37.279799
1002730,"Medina County Farmers Market",-81.863600,41.137600
1007723,"Medway Farmers Market",-71.429200,42.147400
20220,"Meeting Street Farmers Market at Morriosn Plantation",-80.875200,35.588300
20221,"Meeting Street Market at Cedar Walk",-80.844600,35.023000
1000851,"Mel's Farmers' Market",-91.292542,33.319473
1000421,"Melbourne Farmers Market",-91.908500,36.059500
1003370,"MELLETTE COUNTY",-100.749000,43.568600
1007612,"Melrose Farmers Market",-71.064800,42.456600
1003443,"Melrose Place Farmers Market",-118.373000,34.083500
20222,"Melrose/Sally Frank's Farmers' Market",-71.070800,42.459000
1001979,"Melvindale DDA Farmers Market",-83.175613,42.282262
1000418,"Memorial Park Farmers Market",-104.795000,38.833000
1003542,"Memorial Regional Hospital Market",-80.181400,26.019700
1000143,"Memphis Farmers Market",-90.060489,35.132404
1005128,"Menasha's Farm Fresh Market",-88.450606,44.200067
1001915,"Mendham Natural & Organic Farmers Market",-74.571700,40.794000
1006189,"Mendocino Farmers Market",-123.797400,39.305460
1008246,"Mendon Farmers Market",-77.502426,42.990868
1001028,"Mendota Farmers Market",-89.115600,41.548900
1002223,"Menifee Valley CFM",-117.195000,33.641400
1007232,"Menifee Valley Farmers Market",-117.167000,33.674500
1002905,"Menlo Park Farmers' Market",-122.184100,37.450830
1002950,"Menominee Historic Downtown Farmers Market Association",-87.603715,45.106046
1002951,"Menominee Historic Downtown Farmers Market Association",-87.614851,45.107015
1008342,"Menomonee Falls Sunday Farmers Market",-88.117313,43.178897
1001578,"Menomonee Falls Wednesday Farmers Market",-88.117535,43.178726
1003341,"Menomonie Farmers Market",-91.908746,44.876826
1004332,"MENTONE FARMERS MARKET",-85.589000,34.579100
1003903,"Mentor Farmers Market",-81.334835,41.697459
1004575,"Mentor Farmers' Market",-96.141872,47.700953
1001504,"Mentor Outdoor Farmers Market",-81.361000,41.660500
1008841,"Mercado Mayapan",-106.467575,31.771173
1005802,"Merced Original County Farmers Market",-117.843000,33.725500
1004416,"Mercer County Farmers Market",-84.845730,37.763664
1004417,"Mercer County Farmers Market",-84.841464,37.744944
1001476,"Mercer County Farmers' Market",-93.576700,40.398400
1002638,"Mercer County Tailgate Produce Market",-81.027200,37.411100
1004018,"Mercer Island Farmers Market",-122.235096,47.581895
1005399,"Merchantville Farmers Market",-75.048200,39.952100
1007050,"Mercy Market",-97.596900,35.607300
1007460,"Meriden Farmers Market",-72.804900,41.538200
1000484,"Meridian Farmers' Market - Thursday's \"Arrive After Five\"",-116.299000,43.551700
1001767,"Meridian Farmers' Market and Bazaar",-116.354000,43.615800
1000894,"Meridian Township Farmers Market",-84.415660,42.728820
1000895,"Meridian Township Farmers Market",-84.420362,42.725468
1004021,"Meridian/Lauderdal County Farmers Market",-88.697100,32.363900
1006949,"Meritus Medical Center Farmers Market",-77.682200,39.621800
1004632,"Merriam Farmers Market",-94.694800,39.024400
1003811,"Merrill Area Farmers' Market",-89.684000,45.185400
1007755,"Merrimac",-71.003400,42.834800
1003677,"Merrimack Farmers' Market",-71.490365,42.872255
1001564,"Mesa Community Farmers' Market",-111.831100,33.420535
1004035,"Metamora Farmers Market",-89.362900,40.791300
1001033,"Metanoia/Chicora Farmers Market",-79.972200,32.855400
20223,"Methow Valley Farmers Market",-120.276000,48.362700
1004044,"Metro Health Farm Market",-85.720250,42.858240
1004825,"Mettowee Valley Farmers' Market",-73.150921,43.302566
1005279,"Metuchen Market Day Farmers Market",-74.363087,40.541169
1001109,"Mexico Farm Market",-76.211300,43.459400
1008810,"Mexico Farmers Market, Inc.",-91.890649,39.143532
1008562,"Miami Children's Hospital Farmer's Market",-80.294030,25.741264
1002813,"Miami County Farmers Market",-84.240400,40.055900
1007074,"Michelangelo's Flea & Farmers Market",-80.436800,41.014400
1001253,"Michigan City Farmers Market",-86.901600,41.713500
20224,"Mid Del Farmers' Market",-97.405700,35.459000
1001071,"Mid Del Farmers' Market",-97.342289,35.464699
1000021,"Mid-Town Farmers Market",-89.516451,34.373797
1006858,"Midday Market @Atlanta Federal Center",-84.392960,33.753475
1006119,"Middleboro Farmers Market",-70.909090,41.892420
1000946,"Middleburg Community Farmers Market",-77.738800,38.969000
1007078,"Middleburg Market and Auction",-77.084800,40.786300
1008051,"Middlebury Farmers Market",-73.170250,44.015400
1008058,"Middlebury Farmers Market",-73.160997,44.010802
1007443,"MIDDLEBURY FARMERS’ MARKET",-73.121300,41.527800
1002020,"Middlefield Market",-81.076600,41.479200
1006374,"Middleport Community Farmers Market",-78.487800,43.205500
1002771,"Middlesex County Farmers Market",-76.607499,37.610283
1002369,"Middlesex Farmers Market",-74.499526,40.580738
1007757,"Middleton",-71.014800,42.592300
1002136,"Middleton Farmers Market",-116.618000,43.705700
1004672,"MIDDLETON FARMERS MARKET",-89.527100,43.090200
1000131,"Middletown Farmers Market",-75.718300,39.448700
1003095,"Middletown Farmers Market",-122.560000,38.791100
1007461,"Middletown Farmers Market",-72.666200,41.556500
1002352,"Middletown Farmers' Market",-77.545525,39.442765
1001881,"Middletown VA Farmers Market",-78.279191,39.029021
1006111,"Middleville Farmers Market",-85.464700,42.711200
1005138,"Midland Area Farmers Market",-84.247499,43.611751
1006072,"Midland Avenue Produce Jam",-83.712000,33.796300
20225,"Midland Downtown Farmers' Market",-102.079000,31.998400
20226,"Midlothian Mines Farmers Market",-77.642800,37.492200
1008760,"Midlothina Mines Farmers Market",-77.651886,37.493650
1004647,"MidSouth Farmers Market",-89.648500,35.547400
1000187,"Midtown Farmers Market",-93.239948,44.948012
1007156,"Midtown Farmers Market",-95.366400,29.755800
1000204,"Midtown Farmers' Market",-78.642578,35.836847
1003835,"Midtown Ventura Certified Farmers' Market",-119.249470,34.267559
1002840,"Milan Farmers & Crafters Market - Tolan Street",-83.740200,42.050000
1004542,"Milan Farmers & Crafters Market - Wilson Park",-83.740200,42.050000
1000673,"Milbridge Farmer's Market",-67.890024,44.542109
1002856,"Mile High Flea Market",-104.904494,39.858900
1005633,"Miles City Farmers Market",-105.840000,46.408200
1007758,"Miles Farmers Market INC",-81.476800,41.424300
1007483,"MILFORD - WOODMONT FARMERS’ MARKET",-72.998400,41.227900
1006681,"MILFORD - DOWNTOWN FARMERS’ MARKET",-73.057700,41.223900
1004289,"Milford Farmers Market",-83.599684,42.589552
1005364,"Milford Farmers Market",-71.664076,42.836765
1007613,"Milford Hospital Farmers Market",-71.528200,42.132400
1004316,"Milford's Riverwalk Farmers Market",-75.428352,38.912992
1005271,"Mililani District Park (People's Open Market)",-158.018310,21.440716
1003885,"Mill City Farmers Market",-93.256321,44.978240
1005669,"Mill Creek Mall Farmers Market",-81.276686,28.238725
1003182,"Millbrae Farmers Market",-122.391000,37.600200
1005761,"Millbrook Farmers Market",-73.696500,41.783200
1004478,"Millburn Jersey Fresh Farmers Market",-74.310900,40.723700
1000716,"Milledgeville Marketplace Farmers' Market",-83.224579,33.081869
1003968,"Miller Beach Farmers Market",-87.266171,41.598166
1006937,"MILLERSBURG FARMERS' MARKET",-81.917500,40.555500
1000792,"Millersville Farmers Market",-76.361803,39.995956
1001709,"Millerton Farmers Market",-73.511549,41.953307
1007115,"Millesburg FM",-77.781600,40.943300
1007116,"Millheim Farmers Market",-77.476700,40.890900
1004657,"Millington Farmers' Market",-89.891145,35.341980
1002983,"Mills Rest Ranch",-82.826600,40.460500
1003945,"Mills River Farmers' Market",-82.566800,35.388400
1008600,"Millsboro Farmers' Market",-75.289284,38.594314
1004970,"Millville Farmers Market, Millville, DE 19967",-75.112405,38.545259
1003636,"Millwood Farmers' Market",-117.285000,47.686400
1006590,"Milpitas Farmers' Market",-121.895351,37.431827
1002286,"Milton Delaware Farmers' Market",-75.311515,38.778811
1002333,"Milton Farmers Market",-71.067000,42.269400
1004067,"Milton Grange Farmers Market",-73.116700,44.627900
